Review_ID,Customer_ID,Review_Text,Sentiment_Label,Rating,Service_Type
R01358,CUST109177,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01359,CUST102633,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R01360,CUST101105,Great customer support. Very satisfied.,Positive,4,Claim
R01361,CUST109078,Fast and helpful service!,Positive,5,Claim
R01362,CUST103166,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R01363,CUST104188,My claim was denied unfairly. Very disappointed.,Negative,2,Customer Support
R01364,CUST107590,Fast and helpful service!,Positive,5,Claim
R01365,CUST104916,Very bad experience with the support team.,Negative,1,Claim
R01366,CUST106188,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01367,CUST104584,Had to wait weeks for a response.,Negative,2,Claim
R01368,CUST105658,My claim was denied unfairly. Very disappointed.,Negative,1,Customer Support
R01369,CUST103573,Great customer support. Very satisfied.,Positive,4,Claim
R01370,CUST107066,"Support was fine, not exceptional.",Neutral,3,Claim
R01371,CUST107398,Everything went better than expected.,Positive,4,Claim
R01372,CUST102961,Had to wait weeks for a response.,Negative,1,Claim
R01373,CUST101801,The policy terms were not clearly explained.,Negative,2,Customer Support
R01374,CUST102478,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01375,CUST105102,It was a typical insurance interaction.,Neutral,3,Customer Support
R01376,CUST101812,It was a typical insurance interaction.,Neutral,3,Customer Support
R01377,CUST106507,The policy terms were not clearly explained.,Negative,1,Policy Purchase
R01378,CUST107988,Easy to buy a policy online. Loved it!,Positive,5,Customer Support
R01379,CUST104396,"Support was fine, not exceptional.",Neutral,3,Claim
R01380,CUST102318,Fast and helpful service!,Positive,5,Policy Purchase
R01381,CUST103657,"Support was fine, not exceptional.",Neutral,3,Customer Support
R01382,CUST102402,Fast and helpful service!,Positive,4,Customer Support
R01383,CUST109401,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01384,CUST106258,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R01385,CUST104891,Fast and helpful service!,Positive,5,Customer Support
R01386,CUST109426,Customer service was rude and unhelpful.,Negative,2,Claim
R01387,CUST105936,Very bad experience with the support team.,Negative,2,Customer Support
R01388,CUST107898,"Average experience, neither good nor bad.",Neutral,3,Claim
R01389,CUST105473,Very bad experience with the support team.,Negative,2,Claim
R01390,CUST101048,The claim process was quick and smooth.,Positive,4,Customer Support
R01391,CUST108529,The policy terms were not clearly explained.,Negative,2,Policy Purchase
R01392,CUST108457,Customer service was rude and unhelpful.,Negative,1,Policy Purchase
R01393,CUST106545,Had to wait weeks for a response.,Negative,2,Customer Support
R01394,CUST108623,"Support was fine, not exceptional.",Neutral,3,Customer Support
R01395,CUST106503,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01396,CUST106818,The policy terms were not clearly explained.,Negative,2,Customer Support
R01397,CUST102049,Easy to buy a policy online. Loved it!,Positive,4,Customer Support
R01398,CUST104438,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01399,CUST105561,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R01400,CUST109995,Customer service was rude and unhelpful.,Negative,2,Claim
R01401,CUST107321,"Service was okay, nothing special.",Neutral,3,Claim
R01402,CUST108189,"Average experience, neither good nor bad.",Neutral,3,Claim
R01403,CUST103453,The claim process was quick and smooth.,Positive,5,Customer Support
R01404,CUST102738,The claim process was quick and smooth.,Positive,4,Policy Purchase
R01405,CUST101507,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01406,CUST104264,Fast and helpful service!,Positive,5,Customer Support
R01407,CUST102438,Bought the policy without any issues.,Neutral,3,Claim
R01408,CUST100955,Had to wait weeks for a response.,Negative,2,Customer Support
R01409,CUST102892,Very bad experience with the support team.,Negative,1,Customer Support
R01410,CUST109517,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01411,CUST109136,Very bad experience with the support team.,Negative,1,Policy Purchase
R01412,CUST103662,It was a typical insurance interaction.,Neutral,3,Customer Support
R01413,CUST107356,Very bad experience with the support team.,Negative,2,Customer Support
R01414,CUST108382,The policy terms were not clearly explained.,Negative,2,Claim
R01415,CUST101619,Customer service was rude and unhelpful.,Negative,1,Policy Purchase
R01416,CUST105351,The claim process was quick and smooth.,Positive,5,Customer Support
R01417,CUST106685,My claim was denied unfairly. Very disappointed.,Negative,2,Claim
R01418,CUST102458,Very bad experience with the support team.,Negative,1,Policy Purchase
R01419,CUST108246,Great customer support. Very satisfied.,Positive,4,Customer Support
R01420,CUST108477,Had to wait weeks for a response.,Negative,1,Claim
R01421,CUST106388,"Average experience, neither good nor bad.",Neutral,3,Claim
R01422,CUST101791,"Support was fine, not exceptional.",Neutral,3,Customer Support
R01423,CUST102649,"Service was okay, nothing special.",Neutral,3,Claim
R01424,CUST102914,Great customer support. Very satisfied.,Positive,5,Customer Support
R01425,CUST108017,Fast and helpful service!,Positive,5,Customer Support
R01426,CUST109418,Everything went better than expected.,Positive,4,Customer Support
R01427,CUST100741,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01428,CUST100926,Great customer support. Very satisfied.,Positive,4,Customer Support
R01429,CUST109219,Easy to buy a policy online. Loved it!,Positive,5,Policy Purchase
R01430,CUST100067,Everything went better than expected.,Positive,4,Customer Support
R01431,CUST104275,Very bad experience with the support team.,Negative,2,Policy Purchase
R01432,CUST104033,"Service was okay, nothing special.",Neutral,3,Customer Support
R01433,CUST100854,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R01434,CUST103139,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01435,CUST103955,Great customer support. Very satisfied.,Positive,5,Policy Purchase
R01436,CUST100192,Easy to buy a policy online. Loved it!,Positive,4,Claim
R01437,CUST108943,Fast and helpful service!,Positive,5,Customer Support
R01438,CUST106286,Very bad experience with the support team.,Negative,2,Claim
R01439,CUST104803,Bought the policy without any issues.,Neutral,3,Customer Support
R01440,CUST103178,The claim process was quick and smooth.,Positive,5,Policy Purchase
R01441,CUST101704,The policy terms were not clearly explained.,Negative,2,Customer Support
R01442,CUST108904,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01443,CUST107370,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R01444,CUST102986,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01445,CUST101413,The claim process was quick and smooth.,Positive,4,Customer Support
R01446,CUST104198,The policy terms were not clearly explained.,Negative,1,Claim
R01447,CUST109962,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R01448,CUST109413,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01449,CUST109527,Bought the policy without any issues.,Neutral,3,Customer Support
R01450,CUST106734,Had to wait weeks for a response.,Negative,1,Claim
R01451,CUST107562,Easy to buy a policy online. Loved it!,Positive,5,Customer Support
R01452,CUST100528,Easy to buy a policy online. Loved it!,Positive,4,Claim
R01453,CUST104618,The policy terms were not clearly explained.,Negative,1,Policy Purchase
R01454,CUST105121,Very bad experience with the support team.,Negative,1,Claim
R01455,CUST109932,"Service was okay, nothing special.",Neutral,3,Claim
R01456,CUST109380,Everything went better than expected.,Positive,4,Customer Support
R01457,CUST106489,Customer service was rude and unhelpful.,Negative,2,Policy Purchase
R01458,CUST105218,The policy terms were not clearly explained.,Negative,1,Policy Purchase
R01459,CUST100595,"Average experience, neither good nor bad.",Neutral,3,Claim
R01460,CUST108196,"Service was okay, nothing special.",Neutral,3,Customer Support
R01461,CUST107973,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01462,CUST101198,Fast and helpful service!,Positive,5,Customer Support
R01463,CUST100723,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01464,CUST108954,"Service was okay, nothing special.",Neutral,3,Claim
R01465,CUST100214,"Average experience, neither good nor bad.",Neutral,3,Claim
R01466,CUST103621,The policy terms were not clearly explained.,Negative,2,Policy Purchase
R01467,CUST100549,Had to wait weeks for a response.,Negative,2,Customer Support
R01468,CUST106013,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R01469,CUST104090,Bought the policy without any issues.,Neutral,3,Customer Support
R01470,CUST101372,Everything went better than expected.,Positive,4,Claim
R01471,CUST108684,Great customer support. Very satisfied.,Positive,4,Claim
R01472,CUST108539,My claim was denied unfairly. Very disappointed.,Negative,2,Claim
R01473,CUST107846,Easy to buy a policy online. Loved it!,Positive,5,Policy Purchase
R01474,CUST102087,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01475,CUST105708,It was a typical insurance interaction.,Neutral,3,Claim
R01476,CUST100946,Customer service was rude and unhelpful.,Negative,2,Customer Support
R01477,CUST107969,Very bad experience with the support team.,Negative,1,Policy Purchase
R01478,CUST105760,Easy to buy a policy online. Loved it!,Positive,5,Claim
R01479,CUST108139,"Support was fine, not exceptional.",Neutral,3,Claim
R01480,CUST107146,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R01481,CUST106348,Bought the policy without any issues.,Neutral,3,Customer Support
R01482,CUST105834,It was a typical insurance interaction.,Neutral,3,Claim
R01483,CUST105958,Everything went better than expected.,Positive,5,Claim
R01484,CUST104824,Very bad experience with the support team.,Negative,2,Customer Support
R01485,CUST109751,The policy terms were not clearly explained.,Negative,2,Policy Purchase
R01486,CUST107282,"Support was fine, not exceptional.",Neutral,3,Customer Support
R01487,CUST101414,Very bad experience with the support team.,Negative,2,Customer Support
R01488,CUST105842,Great customer support. Very satisfied.,Positive,5,Policy Purchase
R01489,CUST107580,Everything went better than expected.,Positive,4,Customer Support
R01490,CUST105581,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01491,CUST108736,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R01492,CUST106261,The policy terms were not clearly explained.,Negative,1,Customer Support
R01493,CUST109977,Easy to buy a policy online. Loved it!,Positive,5,Policy Purchase
R01494,CUST102651,Had to wait weeks for a response.,Negative,2,Claim
R01495,CUST106306,Very bad experience with the support team.,Negative,2,Policy Purchase
R01496,CUST109120,Everything went better than expected.,Positive,4,Policy Purchase
R01497,CUST101266,Very bad experience with the support team.,Negative,1,Customer Support
R01498,CUST107244,Great customer support. Very satisfied.,Positive,5,Policy Purchase
R01499,CUST102792,Had to wait weeks for a response.,Negative,2,Claim
R01500,CUST104506,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01501,CUST106972,Great customer support. Very satisfied.,Positive,5,Claim
R01502,CUST107416,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R01503,CUST104278,Had to wait weeks for a response.,Negative,2,Customer Support
R01504,CUST105411,"Service was okay, nothing special.",Neutral,3,Claim
R01505,CUST103032,Everything went better than expected.,Positive,4,Claim
R01506,CUST102967,Very bad experience with the support team.,Negative,1,Customer Support
R01507,CUST106169,The policy terms were not clearly explained.,Negative,1,Customer Support
R01508,CUST106285,It was a typical insurance interaction.,Neutral,3,Claim
R01509,CUST107562,Everything went better than expected.,Positive,5,Claim
R01510,CUST102564,It was a typical insurance interaction.,Neutral,3,Customer Support
R01511,CUST105379,Had to wait weeks for a response.,Negative,1,Policy Purchase
R01512,CUST108949,Customer service was rude and unhelpful.,Negative,1,Claim
R01513,CUST104763,Everything went better than expected.,Positive,4,Policy Purchase
R01514,CUST105207,Customer service was rude and unhelpful.,Negative,1,Policy Purchase
R01515,CUST106876,The policy terms were not clearly explained.,Negative,2,Policy Purchase
R01516,CUST101595,The claim process was quick and smooth.,Positive,5,Policy Purchase
R01517,CUST107826,Had to wait weeks for a response.,Negative,1,Policy Purchase
R01518,CUST106426,Everything went better than expected.,Positive,5,Policy Purchase
R01519,CUST106364,"Service was okay, nothing special.",Neutral,3,Customer Support
R01520,CUST108871,My claim was denied unfairly. Very disappointed.,Negative,1,Policy Purchase
R01521,CUST106510,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01522,CUST106015,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R01523,CUST109951,"Support was fine, not exceptional.",Neutral,3,Customer Support
R01524,CUST102814,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R01525,CUST101021,Easy to buy a policy online. Loved it!,Positive,4,Customer Support
R01526,CUST109647,It was a typical insurance interaction.,Neutral,3,Customer Support
R01527,CUST101578,The policy terms were not clearly explained.,Negative,2,Policy Purchase
R01528,CUST102605,"Support was fine, not exceptional.",Neutral,3,Claim
R01529,CUST107674,Everything went better than expected.,Positive,5,Claim
R01530,CUST106942,Bought the policy without any issues.,Neutral,3,Customer Support
R01531,CUST109649,"Average experience, neither good nor bad.",Neutral,3,Claim
R01532,CUST105716,Great customer support. Very satisfied.,Positive,5,Claim
R01533,CUST100876,Very bad experience with the support team.,Negative,2,Customer Support
R01534,CUST105984,Had to wait weeks for a response.,Negative,1,Claim
R01535,CUST101801,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01536,CUST105615,Very bad experience with the support team.,Negative,1,Customer Support
R01537,CUST101034,The claim process was quick and smooth.,Positive,4,Claim
R01538,CUST109034,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01539,CUST106027,Great customer support. Very satisfied.,Positive,4,Claim
R01540,CUST106028,"Average experience, neither good nor bad.",Neutral,3,Claim
R01541,CUST107417,"Support was fine, not exceptional.",Neutral,3,Claim
R01542,CUST109207,Fast and helpful service!,Positive,5,Policy Purchase
R01543,CUST105307,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01544,CUST109858,The claim process was quick and smooth.,Positive,5,Customer Support
R01545,CUST107870,Everything went better than expected.,Positive,4,Claim
R01546,CUST100873,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R01547,CUST101327,Bought the policy without any issues.,Neutral,3,Claim
R01548,CUST103786,It was a typical insurance interaction.,Neutral,3,Customer Support
R01549,CUST100204,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01550,CUST107706,Fast and helpful service!,Positive,4,Policy Purchase
R01551,CUST107529,Great customer support. Very satisfied.,Positive,4,Policy Purchase
R01552,CUST108864,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01553,CUST106357,Bought the policy without any issues.,Neutral,3,Customer Support
R01554,CUST105730,Customer service was rude and unhelpful.,Negative,1,Customer Support
R01555,CUST102144,Great customer support. Very satisfied.,Positive,5,Customer Support
R01556,CUST105612,Everything went better than expected.,Positive,4,Policy Purchase
R01557,CUST106021,Had to wait weeks for a response.,Negative,2,Policy Purchase
R01558,CUST102027,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R01559,CUST109493,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R01560,CUST108484,My claim was denied unfairly. Very disappointed.,Negative,1,Customer Support
R01561,CUST105206,Fast and helpful service!,Positive,4,Policy Purchase
R01562,CUST100590,Had to wait weeks for a response.,Negative,1,Customer Support
R01563,CUST107135,Customer service was rude and unhelpful.,Negative,2,Claim
R01564,CUST104253,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01565,CUST103924,It was a typical insurance interaction.,Neutral,3,Claim
R01566,CUST102128,Had to wait weeks for a response.,Negative,2,Policy Purchase
R01567,CUST100642,"Service was okay, nothing special.",Neutral,3,Claim
R01568,CUST108880,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R01569,CUST101798,Had to wait weeks for a response.,Negative,2,Customer Support
R01570,CUST103777,Fast and helpful service!,Positive,4,Claim
R01571,CUST109571,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01572,CUST109004,"Service was okay, nothing special.",Neutral,3,Customer Support
R01573,CUST101507,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R01574,CUST105121,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01575,CUST108114,The policy terms were not clearly explained.,Negative,1,Claim
R01576,CUST101517,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01577,CUST102101,Fast and helpful service!,Positive,4,Claim
R01578,CUST109032,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01579,CUST108046,The policy terms were not clearly explained.,Negative,1,Policy Purchase
R01580,CUST101118,Great customer support. Very satisfied.,Positive,5,Claim
R01581,CUST100835,Fast and helpful service!,Positive,4,Claim
R01582,CUST109564,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R01583,CUST104649,Had to wait weeks for a response.,Negative,2,Policy Purchase
R01584,CUST103266,My claim was denied unfairly. Very disappointed.,Negative,1,Policy Purchase
R01585,CUST102836,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01586,CUST105371,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01587,CUST101803,The policy terms were not clearly explained.,Negative,1,Policy Purchase
R01588,CUST107801,Very bad experience with the support team.,Negative,1,Policy Purchase
R01589,CUST105755,Had to wait weeks for a response.,Negative,2,Claim
R01590,CUST100093,"Service was okay, nothing special.",Neutral,3,Customer Support
R01591,CUST102873,Very bad experience with the support team.,Negative,1,Customer Support
R01592,CUST107191,Bought the policy without any issues.,Neutral,3,Claim
R01593,CUST108414,The claim process was quick and smooth.,Positive,5,Customer Support
R01594,CUST107731,"Service was okay, nothing special.",Neutral,3,Customer Support
R01595,CUST103272,The policy terms were not clearly explained.,Negative,1,Customer Support
R01596,CUST108629,Very bad experience with the support team.,Negative,1,Claim
R01597,CUST108373,The policy terms were not clearly explained.,Negative,1,Policy Purchase
R01598,CUST109033,The policy terms were not clearly explained.,Negative,2,Policy Purchase
R01599,CUST100769,Everything went better than expected.,Positive,4,Policy Purchase
R01600,CUST104724,Had to wait weeks for a response.,Negative,2,Policy Purchase
R01601,CUST101192,Very bad experience with the support team.,Negative,2,Claim
R01602,CUST100254,Fast and helpful service!,Positive,4,Customer Support
R01603,CUST105640,"Support was fine, not exceptional.",Neutral,3,Customer Support
R01604,CUST109940,Customer service was rude and unhelpful.,Negative,1,Customer Support
R01605,CUST100239,The policy terms were not clearly explained.,Negative,2,Claim
R01606,CUST102702,Had to wait weeks for a response.,Negative,2,Policy Purchase
R01607,CUST101790,The policy terms were not clearly explained.,Negative,1,Customer Support
R01608,CUST109698,Very bad experience with the support team.,Negative,2,Customer Support
R01609,CUST100453,Bought the policy without any issues.,Neutral,3,Claim
R01610,CUST108372,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R01611,CUST106878,Fast and helpful service!,Positive,5,Customer Support
R01612,CUST105015,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R01613,CUST105788,Customer service was rude and unhelpful.,Negative,2,Customer Support
R01614,CUST107720,Customer service was rude and unhelpful.,Negative,1,Customer Support
R01615,CUST109632,Fast and helpful service!,Positive,4,Policy Purchase
R01616,CUST103871,Had to wait weeks for a response.,Negative,1,Policy Purchase
R01617,CUST108790,Customer service was rude and unhelpful.,Negative,1,Customer Support
R01618,CUST101041,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R01619,CUST104902,The claim process was quick and smooth.,Positive,4,Claim
R01620,CUST104051,Had to wait weeks for a response.,Negative,2,Customer Support
R01621,CUST101757,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R01622,CUST109128,It was a typical insurance interaction.,Neutral,3,Customer Support
R01623,CUST105875,"Support was fine, not exceptional.",Neutral,3,Claim
R01624,CUST105139,Fast and helpful service!,Positive,4,Claim
R01625,CUST101833,The policy terms were not clearly explained.,Negative,1,Claim
R01626,CUST105149,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R01627,CUST102373,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R01628,CUST100679,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R01629,CUST108452,It was a typical insurance interaction.,Neutral,3,Claim
R01630,CUST102147,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01631,CUST101648,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01632,CUST100826,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01633,CUST100113,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R01634,CUST104083,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01635,CUST107332,It was a typical insurance interaction.,Neutral,3,Customer Support
R01636,CUST109065,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01637,CUST108313,The claim process was quick and smooth.,Positive,5,Customer Support
R01638,CUST107833,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01639,CUST100025,"Average experience, neither good nor bad.",Neutral,3,Claim
R01640,CUST101205,Fast and helpful service!,Positive,4,Customer Support
R01641,CUST109954,Fast and helpful service!,Positive,5,Policy Purchase
R01642,CUST101803,Very bad experience with the support team.,Negative,2,Customer Support
R01643,CUST106651,Very bad experience with the support team.,Negative,1,Claim
R01644,CUST106866,Customer service was rude and unhelpful.,Negative,2,Customer Support
R01645,CUST108641,Very bad experience with the support team.,Negative,2,Policy Purchase
R01646,CUST105155,It was a typical insurance interaction.,Neutral,3,Customer Support
R01647,CUST108970,Had to wait weeks for a response.,Negative,2,Customer Support
R01648,CUST104129,Bought the policy without any issues.,Neutral,3,Customer Support
R01649,CUST100437,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01650,CUST106419,The claim process was quick and smooth.,Positive,5,Policy Purchase
R01651,CUST103453,Bought the policy without any issues.,Neutral,3,Customer Support
R01652,CUST108384,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01653,CUST107302,Great customer support. Very satisfied.,Positive,4,Customer Support
R01654,CUST104237,"Service was okay, nothing special.",Neutral,3,Customer Support
R01655,CUST103474,Great customer support. Very satisfied.,Positive,5,Claim
R01656,CUST100702,Customer service was rude and unhelpful.,Negative,2,Policy Purchase
R01657,CUST105826,Great customer support. Very satisfied.,Positive,5,Customer Support
R01658,CUST107062,Bought the policy without any issues.,Neutral,3,Claim
R01659,CUST103050,Customer service was rude and unhelpful.,Negative,2,Policy Purchase
R01660,CUST102559,Very bad experience with the support team.,Negative,1,Policy Purchase
R01661,CUST106952,My claim was denied unfairly. Very disappointed.,Negative,1,Customer Support
R01662,CUST104622,"Service was okay, nothing special.",Neutral,3,Customer Support
R01663,CUST100576,Very bad experience with the support team.,Negative,1,Customer Support
R01664,CUST103892,The policy terms were not clearly explained.,Negative,1,Customer Support
R01665,CUST103055,The claim process was quick and smooth.,Positive,5,Policy Purchase
R01666,CUST101714,Very bad experience with the support team.,Negative,1,Claim
R01667,CUST109587,Bought the policy without any issues.,Neutral,3,Customer Support
R01668,CUST102688,"Average experience, neither good nor bad.",Neutral,3,Claim
R01669,CUST107758,"Service was okay, nothing special.",Neutral,3,Customer Support
R01670,CUST102369,Very bad experience with the support team.,Negative,2,Claim
R01671,CUST102992,"Support was fine, not exceptional.",Neutral,3,Claim
R01672,CUST107157,Fast and helpful service!,Positive,4,Policy Purchase
R01673,CUST106239,My claim was denied unfairly. Very disappointed.,Negative,2,Customer Support
R01674,CUST105373,Fast and helpful service!,Positive,4,Customer Support
R01675,CUST100138,It was a typical insurance interaction.,Neutral,3,Customer Support
R01676,CUST101954,The policy terms were not clearly explained.,Negative,1,Claim
R01677,CUST101144,Had to wait weeks for a response.,Negative,1,Claim
R01678,CUST104822,"Support was fine, not exceptional.",Neutral,3,Claim
R01679,CUST106388,Had to wait weeks for a response.,Negative,1,Policy Purchase
R01680,CUST104227,Had to wait weeks for a response.,Negative,2,Customer Support
R01681,CUST108047,The policy terms were not clearly explained.,Negative,2,Policy Purchase
R01682,CUST102729,Everything went better than expected.,Positive,5,Claim
R01683,CUST109855,Fast and helpful service!,Positive,4,Claim
R01684,CUST105023,Great customer support. Very satisfied.,Positive,4,Policy Purchase
R01685,CUST103824,Very bad experience with the support team.,Negative,2,Policy Purchase
R01686,CUST104038,Everything went better than expected.,Positive,5,Customer Support
R01687,CUST101970,Great customer support. Very satisfied.,Positive,5,Customer Support
R01688,CUST100895,Customer service was rude and unhelpful.,Negative,1,Customer Support
R01689,CUST106152,Very bad experience with the support team.,Negative,1,Customer Support
R01690,CUST109775,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01691,CUST101148,Customer service was rude and unhelpful.,Negative,2,Policy Purchase
R01692,CUST101516,It was a typical insurance interaction.,Neutral,3,Claim
R01693,CUST101299,Had to wait weeks for a response.,Negative,1,Policy Purchase
R01694,CUST101323,"Support was fine, not exceptional.",Neutral,3,Claim
R01695,CUST101109,The policy terms were not clearly explained.,Negative,2,Customer Support
R01696,CUST101334,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01697,CUST104210,Great customer support. Very satisfied.,Positive,5,Customer Support
R01698,CUST102662,The claim process was quick and smooth.,Positive,5,Policy Purchase
R01699,CUST106955,The policy terms were not clearly explained.,Negative,1,Claim
R01700,CUST107380,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R01701,CUST105932,Great customer support. Very satisfied.,Positive,5,Customer Support
R01702,CUST100476,"Service was okay, nothing special.",Neutral,3,Claim
R01703,CUST108367,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01704,CUST100075,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R01705,CUST108385,Everything went better than expected.,Positive,5,Policy Purchase
R01706,CUST106877,Very bad experience with the support team.,Negative,2,Customer Support
R01707,CUST105674,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R01708,CUST100356,Fast and helpful service!,Positive,4,Customer Support
R01709,CUST109745,"Support was fine, not exceptional.",Neutral,3,Customer Support
R01710,CUST108344,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R01711,CUST105558,Easy to buy a policy online. Loved it!,Positive,5,Claim
R01712,CUST109676,My claim was denied unfairly. Very disappointed.,Negative,2,Claim
R01713,CUST102117,The claim process was quick and smooth.,Positive,5,Policy Purchase
R01714,CUST109954,Fast and helpful service!,Positive,4,Policy Purchase
R01715,CUST107945,Had to wait weeks for a response.,Negative,2,Claim
R01716,CUST109682,Bought the policy without any issues.,Neutral,3,Customer Support
R01717,CUST109525,The policy terms were not clearly explained.,Negative,2,Claim
R01718,CUST100404,Had to wait weeks for a response.,Negative,1,Customer Support
R01719,CUST100452,Great customer support. Very satisfied.,Positive,4,Policy Purchase
R01720,CUST102764,Bought the policy without any issues.,Neutral,3,Claim
R01721,CUST103220,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R01722,CUST100237,Customer service was rude and unhelpful.,Negative,2,Customer Support
R01723,CUST108689,Had to wait weeks for a response.,Negative,2,Claim
R01724,CUST100352,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01725,CUST103370,Customer service was rude and unhelpful.,Negative,1,Policy Purchase
R01726,CUST109348,Fast and helpful service!,Positive,5,Customer Support
R01727,CUST107102,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01728,CUST105640,The policy terms were not clearly explained.,Negative,1,Claim
R01729,CUST103432,Customer service was rude and unhelpful.,Negative,2,Policy Purchase
R01730,CUST104513,"Average experience, neither good nor bad.",Neutral,3,Claim
R01731,CUST106713,Fast and helpful service!,Positive,4,Policy Purchase
R01732,CUST100500,Fast and helpful service!,Positive,5,Claim
R01733,CUST101348,The policy terms were not clearly explained.,Negative,2,Claim
R01734,CUST103923,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01735,CUST108248,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R01736,CUST104139,The claim process was quick and smooth.,Positive,4,Policy Purchase
R01737,CUST103909,Great customer support. Very satisfied.,Positive,5,Policy Purchase
R01738,CUST103190,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R01739,CUST102238,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R01740,CUST109064,Everything went better than expected.,Positive,4,Customer Support
R01741,CUST104986,Very bad experience with the support team.,Negative,2,Claim
R01742,CUST109408,"Service was okay, nothing special.",Neutral,3,Customer Support
R01743,CUST106541,Bought the policy without any issues.,Neutral,3,Policy Purchase
R01744,CUST108835,Great customer support. Very satisfied.,Positive,5,Policy Purchase
R01745,CUST100319,Great customer support. Very satisfied.,Positive,4,Customer Support
