Customer_ID,Policy_ID,Customer_Age,Gender,Policy_Type,Monthly_Income,Vehicle_or_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score,Location,Policy_Upgrade
CUST102598,POL102598,45,Male,Property,39163.47,6,1,0,1152.98,1756.3,Low,Los Angeles,1
CUST102599,POL102599,57,Female,Life,41023.72,6,2,0,1219.69,1361.46,Low,Chicago,1
CUST102600,POL102600,28,Male,Life,52078.79,3,3,1,1329.59,1100.35,Medium,Chicago,1
CUST102601,POL102601,39,Female,Life,42182.88,2,1,0,1164.42,1657.32,Low,Chicago,2
CUST102602,POL102602,44,Female,Property,60972.36,7,1,0,1141.49,728.06,Low,Dallas,1
CUST102603,POL102603,31,Male,Health,54600.7,3,2,0,1177.9,1450.83,Low,Houston,1
CUST102604,POL102604,40,Female,Auto,61860.64,5,0,0,872.47,1804.81,Low,Dallas,0
CUST102605,POL102605,53,Other,Property,68451.07,5,2,1,1147.25,1170.41,Medium,New York,0
CUST102606,POL102606,34,Male,Life,22956.69,6,0,0,966.23,818.42,Low,Chicago,0
CUST102607,POL102607,25,Female,Health,52786.35,2,1,0,1127.51,2764.79,Low,Chicago,0
CUST102608,POL102608,34,Female,Health,66752.25,4,1,1,1137.98,3139.46,Medium,Houston,1
CUST102609,POL102609,49,Female,Property,58018.58,5,2,0,1227.18,949.55,Low,Houston,0
CUST102610,POL102610,48,Female,Health,52541.34,6,2,0,1191.76,1982.66,Low,Dallas,2
CUST102611,POL102611,36,Female,Life,63677.96,2,4,1,1417.52,2034.7,Medium,Chicago,0
CUST102612,POL102612,26,Male,Auto,50410.2,7,1,0,1225.93,1165.19,Low,Houston,0
CUST102613,POL102613,29,Male,Life,57416.97,3,2,0,1265.93,2716.87,Low,Los Angeles,1
CUST102614,POL102614,61,Female,Auto,62678.83,5,3,1,1351.9,847.24,High,Chicago,0
CUST102615,POL102615,45,Male,Health,75196.55,6,0,0,1060.32,719.1,Low,Chicago,0
CUST102616,POL102616,36,Female,Life,53045.8,6,2,0,1165.57,1561.6,Low,Chicago,1
CUST102617,POL102617,49,Female,Property,79371.36,5,1,0,1056.32,606.3,Low,Chicago,0
CUST102618,POL102618,38,Male,Auto,65367.32,4,0,0,1048.88,1830.74,Low,Chicago,1
CUST102619,POL102619,32,Male,Health,64544.86,7,1,0,1227.12,1875.21,Low,Houston,0
CUST102620,POL102620,28,Female,Auto,48412.24,6,1,0,1093.98,828.4,Low,Houston,2
CUST102621,POL102621,50,Male,Health,75040.87,4,0,0,1029.56,1290.89,Low,Los Angeles,0
CUST102622,POL102622,33,Male,Property,70728.35,6,2,0,1187.84,1087.88,Low,Houston,1
CUST102623,POL102623,42,Other,Auto,41789.03,0,1,0,1178.98,1631.74,Low,Houston,0
CUST102624,POL102624,48,Male,Property,39519.61,4,1,0,1129.74,1902.5,Low,Houston,2
CUST102625,POL102625,44,Female,Property,66613.78,4,2,0,1135.61,1211.22,Low,Houston,0
CUST102626,POL102626,23,Female,Health,75632.1,5,1,0,1086.39,3077.62,Low,New York,1
CUST102627,POL102627,41,Male,Life,45834.61,2,1,0,1158.15,2668.26,Low,Dallas,1
CUST102628,POL102628,43,Female,Auto,59859.43,3,1,0,1109.38,1006.98,Low,Chicago,0
CUST102629,POL102629,36,Female,Health,71330.44,6,2,1,1072.26,2722.16,Medium,Houston,0
CUST102630,POL102630,35,Female,Life,80970.46,3,1,1,1077.78,2351.84,Medium,Los Angeles,1
CUST102631,POL102631,51,Male,Life,76713.27,5,3,1,1359.88,2456.23,Medium,Los Angeles,0
CUST102632,POL102632,47,Male,Auto,49158.2,5,4,0,1358.51,2812.82,High,Chicago,2
CUST102633,POL102633,54,Male,Life,69771.75,6,0,0,994.75,585.95,Low,Los Angeles,2
CUST102634,POL102634,37,Male,Auto,64707.8,6,1,0,1037.31,1035.27,Low,Houston,1
CUST102635,POL102635,38,Female,Auto,76568.32,5,0,1,928.72,1239.92,Medium,New York,1
CUST102636,POL102636,41,Female,Life,62369.69,2,0,0,1034.31,2304.98,Low,Los Angeles,0
CUST102637,POL102637,48,Male,Life,70893.96,4,1,0,1119.5,2621.97,Low,Los Angeles,2
CUST102638,POL102638,24,Male,Property,60091.74,7,0,1,1051.87,3056.97,High,Houston,1
CUST102639,POL102639,25,Female,Auto,54507.13,8,2,0,1087.17,1378.4,Low,Los Angeles,2
CUST102640,POL102640,51,Other,Health,37715.17,2,1,0,1168.4,2154.78,Low,Chicago,2
CUST102641,POL102641,18,Male,Property,58936.38,3,2,0,1150.34,2160.19,Low,Dallas,0
CUST102642,POL102642,44,Male,Life,81904.32,5,1,0,1023.36,1558.72,Low,Houston,2
CUST102643,POL102643,46,Other,Auto,72998.6,5,1,0,1142.35,825.9,Low,Chicago,2
CUST102644,POL102644,42,Male,Auto,59732.09,8,0,0,1033.53,2357.74,Low,Dallas,0
CUST102645,POL102645,45,Female,Health,46470.48,4,2,0,1315.02,3248.83,Low,Los Angeles,1
CUST102646,POL102646,38,Female,Health,61268.86,7,0,0,1028.15,2519.92,Low,Chicago,2
CUST102647,POL102647,59,Male,Property,59491.74,6,4,0,1485.3,3645.39,High,New York,0
CUST102648,POL102648,54,Male,Health,64526.83,4,3,0,1318.81,2825.42,Medium,Chicago,0
CUST102649,POL102649,51,Male,Auto,46389.3,3,4,0,1450.7,1191.92,Medium,Houston,1
CUST102650,POL102650,41,Female,Life,39494.05,9,1,0,1136.59,2447.93,Low,Dallas,1
CUST102651,POL102651,43,Male,Auto,73914.74,5,1,0,1212.02,1343.16,Low,New York,0
CUST102652,POL102652,29,Male,Property,57740.19,1,0,0,1083.76,1030.34,Low,Los Angeles,1
CUST102653,POL102653,35,Female,Auto,67522.04,6,1,0,1070.73,1311.86,Low,New York,1
CUST102654,POL102654,39,Female,Life,55147.06,6,2,0,1132.61,2546.98,Low,Dallas,2
CUST102655,POL102655,30,Male,Health,62737.49,6,0,0,960.22,792.77,Low,New York,1
CUST102656,POL102656,29,Female,Auto,73984.18,5,3,1,1277.16,3612.13,High,Houston,1
CUST102657,POL102657,25,Male,Auto,64705.75,4,0,0,1019.27,2316.54,Low,New York,0
CUST102658,POL102658,46,Male,Auto,58090.65,5,0,0,1100.04,2604.33,Medium,Houston,1
CUST102659,POL102659,48,Male,Health,37496.38,5,0,0,1098.07,2370.51,Low,Houston,1
CUST102660,POL102660,26,Male,Auto,46696.02,2,2,0,1239.16,3527.85,Medium,Houston,0
CUST102661,POL102661,36,Male,Auto,64400.59,10,4,1,1406.92,1598.92,High,Los Angeles,0
CUST102662,POL102662,24,Female,Property,59512.11,2,1,0,1192.76,1052.86,Low,Los Angeles,0
CUST102663,POL102663,44,Male,Health,68322.28,3,0,0,952.62,913.03,Low,Los Angeles,2
CUST102664,POL102664,46,Male,Auto,55725.46,5,1,0,1097.97,3073.97,Medium,Houston,0
CUST102665,POL102665,30,Female,Property,72370.9,6,0,0,1052.93,1423.35,Low,Dallas,1
CUST102666,POL102666,58,Male,Property,71132.08,5,2,0,1182.48,2630.29,Medium,Chicago,0
CUST102667,POL102667,27,Male,Auto,36988.65,3,2,1,1234.88,951.42,Medium,Chicago,1
CUST102668,POL102668,52,Male,Health,51656.18,4,1,0,1164.82,2859.74,Low,Los Angeles,0
CUST102669,POL102669,20,Female,Property,50385.69,1,1,1,1222.36,1092.03,Medium,Chicago,1
CUST102670,POL102670,25,Male,Auto,62070.34,6,1,0,1052.68,2172.31,Low,Dallas,1
CUST102671,POL102671,26,Male,Health,35920.12,6,1,1,1110.68,3492.76,Medium,Houston,1
CUST102672,POL102672,32,Male,Health,55790.76,7,2,0,1224.29,2845.27,Low,New York,1
CUST102673,POL102673,18,Female,Property,64070.01,5,0,0,1020.82,1521.27,Low,Houston,1
CUST102674,POL102674,32,Female,Life,69581.09,4,1,0,1131.99,2324.78,Low,Los Angeles,0
CUST102675,POL102675,57,Male,Property,47193.2,8,2,0,1324.12,3175.57,Medium,Dallas,1
CUST102676,POL102676,39,Male,Life,61066.56,6,1,1,1155.69,665.25,Medium,Dallas,0
CUST102677,POL102677,18,Male,Property,55538.18,6,0,1,1054.54,2521.85,High,New York,1
CUST102678,POL102678,38,Male,Life,60860.84,4,0,0,993.14,1344.11,Low,New York,0
CUST102679,POL102679,46,Female,Health,44042.26,3,4,0,1382.1,1984.19,Low,Houston,0
CUST102680,POL102680,47,Female,Life,50134.5,4,0,0,938.61,2310.68,Low,Houston,0
CUST102681,POL102681,32,Female,Life,76488.43,6,1,0,1083.87,983.63,Low,Chicago,0
CUST102682,POL102682,50,Male,Life,57263.25,5,3,0,1335.85,3697.54,Medium,Houston,1
CUST102683,POL102683,38,Male,Life,79298.3,5,0,0,1038.29,794.92,Low,Dallas,1
CUST102684,POL102684,31,Female,Property,42638.62,3,1,1,1133.62,739.64,Medium,Los Angeles,2
CUST102685,POL102685,22,Male,Auto,63463.9,5,1,0,1051.67,1806.06,Low,Houston,1
CUST102686,POL102686,54,Male,Property,51344.7,7,0,1,1078.81,2392.49,Medium,New York,0
CUST102687,POL102687,30,Female,Life,60690.54,3,1,0,1110.1,995.78,Low,New York,2
CUST102688,POL102688,52,Male,Auto,42469.19,5,2,0,1132.27,3177.27,Medium,Houston,1
CUST102689,POL102689,53,Male,Auto,40091.85,1,0,0,957.3,1793.14,Low,Chicago,2
CUST102690,POL102690,38,Male,Life,87433.64,5,0,0,1060.05,963.17,Low,Houston,0
CUST102691,POL102691,18,Female,Life,73641.89,3,1,1,1188.16,762.86,Medium,Houston,0
CUST102692,POL102692,38,Male,Property,81156.93,5,3,1,1376.23,1469.65,High,Chicago,1
CUST102693,POL102693,52,Male,Auto,61165.63,4,1,0,1205.44,2289.07,Low,New York,1
CUST102694,POL102694,38,Other,Life,72618.41,3,3,0,1408.76,3907.09,Medium,Los Angeles,0
CUST102695,POL102695,30,Female,Life,48184.84,4,1,0,1103.59,549.47,Low,Chicago,0
CUST102696,POL102696,40,Male,Life,58387.05,1,2,1,1240.82,2662.52,Medium,Los Angeles,1
CUST102697,POL102697,35,Female,Life,46186.72,7,2,0,1214.33,1967.64,Low,New York,1
CUST102698,POL102698,29,Female,Auto,69726.85,4,2,1,1218.07,3394.16,High,Los Angeles,0
CUST102699,POL102699,43,Male,Health,66797.59,7,3,1,1235.48,3842.13,High,New York,2
CUST102700,POL102700,53,Male,Auto,63779.68,3,0,0,946.55,1700.7,Low,New York,0
CUST102701,POL102701,26,Male,Property,57610.57,3,1,0,1058.72,1559.91,Low,Chicago,2
CUST102702,POL102702,48,Male,Life,44023.7,4,1,0,1071.28,2260.88,Low,Chicago,2
CUST102703,POL102703,43,Female,Health,54351.17,4,0,0,1033.17,1357.46,Low,New York,1
CUST102704,POL102704,45,Male,Life,44913.91,3,0,0,1050.06,1202.24,Low,New York,0
CUST102705,POL102705,28,Male,Property,50737.71,5,1,0,1183.45,2733.87,Medium,Dallas,1
CUST102706,POL102706,40,Male,Auto,69468.87,1,0,0,1003.67,1198.37,Low,New York,1
CUST102707,POL102707,41,Female,Life,48189.76,6,3,1,1227.93,2234.92,Medium,Los Angeles,1
CUST102708,POL102708,21,Female,Auto,43129.09,7,1,0,1137.59,1801.52,Low,Houston,1
CUST102709,POL102709,69,Male,Life,58937.11,6,0,1,1075.63,2711.83,Medium,Houston,0
CUST102710,POL102710,36,Male,Health,43321.7,5,1,0,1108.78,2229.13,Low,New York,1
CUST102711,POL102711,33,Male,Life,42447.19,5,1,0,1161.83,1440.57,Low,New York,2
CUST102712,POL102712,28,Female,Health,68984.98,3,1,0,1091.28,2595.2,Low,Dallas,1
CUST102713,POL102713,53,Male,Life,44270.31,2,1,1,1021.1,2532.31,Medium,Houston,0
CUST102714,POL102714,30,Male,Property,64936.67,5,1,0,1018.94,734.97,Low,Chicago,0
CUST102715,POL102715,40,Other,Property,70128.19,2,3,0,1423.6,4254.83,High,Houston,0
CUST102716,POL102716,44,Male,Property,47187.99,4,0,0,1089.78,3171.93,Medium,Chicago,2
CUST102717,POL102717,39,Female,Health,78894.27,4,1,0,1093.34,1672.25,Low,Los Angeles,0
CUST102718,POL102718,40,Female,Health,74263.83,7,0,0,1008.93,566.6,Low,Chicago,1
CUST102719,POL102719,63,Male,Auto,37028.78,4,1,1,1092.59,1844.88,Medium,Houston,0
CUST102720,POL102720,39,Male,Auto,51753.07,4,1,0,1014.49,2195.99,Low,Dallas,0
CUST102721,POL102721,59,Female,Life,74920.4,4,1,0,1065.47,2766.17,Low,New York,0
CUST102722,POL102722,61,Female,Auto,64446.41,4,0,1,1025.03,1874.54,Medium,Houston,2
CUST102723,POL102723,55,Other,Life,59439.78,6,1,0,1202.22,1151.72,Low,Chicago,0
CUST102724,POL102724,26,Female,Property,72105.91,6,4,0,1408.3,2422.32,Medium,Dallas,1
CUST102725,POL102725,30,Female,Auto,53753.06,5,0,1,955.51,1584.82,Medium,Dallas,0
CUST102726,POL102726,34,Female,Health,57986.01,3,2,0,1125.26,1655.85,Low,Los Angeles,0
CUST102727,POL102727,66,Male,Property,58716.6,5,1,0,1220.74,981.57,Low,New York,1
CUST102728,POL102728,19,Male,Auto,71136.55,4,1,1,1054.26,2900.94,High,Chicago,1
CUST102729,POL102729,34,Male,Health,62295.48,1,1,0,1008.97,2796.46,Low,Chicago,1
CUST102730,POL102730,25,Male,Auto,83600.86,9,0,0,1034.1,1773.37,Low,Dallas,2
CUST102731,POL102731,25,Male,Life,71792.83,4,2,1,1248.66,2048.21,Medium,Dallas,1
CUST102732,POL102732,47,Female,Health,72846.91,2,2,0,1335.14,3756.84,Low,Houston,1
CUST102733,POL102733,46,Male,Life,72567.57,6,3,0,1439.63,1854.35,Low,Los Angeles,0
CUST102734,POL102734,52,Female,Health,48957.2,2,1,0,1046.7,1457.62,Low,Los Angeles,0
CUST102735,POL102735,35,Male,Auto,59555.98,4,0,0,1053.81,2897.44,Medium,Los Angeles,1
CUST102736,POL102736,47,Male,Health,63410.19,2,0,0,1002.46,2080.24,Low,Los Angeles,1
CUST102737,POL102737,43,Female,Property,62230.92,4,1,1,1217.43,2493.82,Medium,New York,1
CUST102738,POL102738,61,Female,Life,62610.84,3,0,0,1137.51,870.36,Low,Houston,0
CUST102739,POL102739,36,Female,Health,67892.23,3,2,1,1228.41,1051.34,Medium,New York,1
CUST102740,POL102740,34,Female,Life,59962.1,5,0,0,1010.58,1029.14,Low,Houston,0
CUST102741,POL102741,31,Female,Health,70890.58,2,0,1,980.85,1130.53,Medium,Dallas,1
CUST102742,POL102742,39,Male,Health,45805.33,6,0,1,1002.46,923.78,Medium,Chicago,2
CUST102743,POL102743,28,Male,Health,59350.9,3,1,0,1073.07,1628.76,Low,Houston,0
CUST102744,POL102744,33,Female,Auto,55823.9,4,1,0,1079.68,1307.48,Low,Los Angeles,0
CUST102745,POL102745,51,Female,Property,87510.01,8,2,1,1223.06,928.72,Medium,Los Angeles,1
CUST102746,POL102746,25,Female,Life,53099.11,6,0,1,1010.91,1494.41,Medium,Houston,1
CUST102747,POL102747,21,Male,Auto,48877.73,8,1,1,1122.84,1013.55,Medium,New York,1
CUST102748,POL102748,50,Male,Auto,70254.3,5,0,1,968.39,2086.87,Medium,Chicago,1
CUST102749,POL102749,65,Female,Health,73757.84,2,0,0,1038.75,663.24,Low,Dallas,2
CUST102750,POL102750,45,Female,Auto,48484.08,1,0,0,1037.45,2731.36,Medium,New York,0
CUST102751,POL102751,52,Male,Property,59480.37,7,1,0,1261.38,2164.41,Low,Chicago,1
CUST102752,POL102752,49,Female,Auto,33501.53,7,0,0,982.5,2515.36,Medium,New York,2
CUST102753,POL102753,26,Male,Life,39553.56,5,1,0,1163.47,2114.04,Low,Dallas,1
CUST102754,POL102754,42,Male,Health,30105.52,3,0,0,1047.11,2401.4,Low,Chicago,0
CUST102755,POL102755,39,Female,Auto,65209.33,6,1,0,1061.32,1274.68,Low,Chicago,1
CUST102756,POL102756,42,Female,Health,51143.6,6,1,0,1076.28,2870.86,Low,Dallas,0
CUST102757,POL102757,40,Male,Auto,42065.33,3,1,0,1194.32,3047.49,Medium,Dallas,0
CUST102758,POL102758,35,Male,Health,64026.93,5,0,1,993.54,2643.97,Medium,Chicago,0
CUST102759,POL102759,42,Female,Health,54862.31,0,0,0,1053.15,2977.94,Low,Houston,1
CUST102760,POL102760,28,Female,Life,65538.73,5,1,0,1103.71,2963.56,Low,Houston,2
CUST102761,POL102761,33,Female,Property,24576.92,2,0,1,1000.69,608.91,High,New York,0
CUST102762,POL102762,36,Male,Health,55865.32,3,1,0,1105.56,976.61,Low,Houston,1
CUST102763,POL102763,42,Female,Property,51003.69,5,0,0,1007.25,2747.54,Medium,Houston,1
CUST102764,POL102764,56,Female,Auto,70311.85,6,0,0,946.02,1908.79,Low,Chicago,1
CUST102765,POL102765,18,Female,Auto,44311.74,5,2,0,1277.47,2729.88,Medium,Chicago,0
CUST102766,POL102766,41,Female,Health,62523.89,4,2,1,1319.5,3800.08,Medium,Los Angeles,0
CUST102767,POL102767,38,Female,Property,61694.88,3,1,0,1130.54,2859.91,Medium,New York,1
CUST102768,POL102768,52,Female,Property,68065.6,5,1,0,1200.57,2383.05,Low,Chicago,1
CUST102769,POL102769,18,Male,Auto,67178.87,6,0,0,1042.69,2791.22,Medium,Chicago,0
CUST102770,POL102770,61,Female,Property,68069.76,5,1,1,1101.31,1767.76,Medium,Houston,0
CUST102771,POL102771,32,Male,Health,70043.68,4,3,0,1274.74,1553.27,Low,Chicago,1
CUST102772,POL102772,27,Female,Property,55477.36,3,2,1,1318.25,3774.91,High,Dallas,0
CUST102773,POL102773,41,Female,Life,40691.65,6,1,0,1178.89,673.25,Low,Houston,0
CUST102774,POL102774,64,Female,Life,52740.25,7,0,0,1036.12,2196.32,Low,Houston,1
CUST102775,POL102775,33,Male,Auto,22331.81,4,1,0,1065.93,1752.63,Medium,Los Angeles,0
CUST102776,POL102776,57,Female,Health,69611.2,4,4,0,1517.54,1450.86,Low,Houston,0
CUST102777,POL102777,27,Female,Auto,87943.3,6,1,0,1102.13,2290.66,Low,Chicago,1
CUST102778,POL102778,32,Female,Life,70323.23,0,1,0,1059.97,1542.1,Low,Houston,1
CUST102779,POL102779,18,Female,Property,56018.3,4,1,0,1029.76,1417.79,Low,Los Angeles,0
CUST102780,POL102780,41,Male,Life,46927.4,7,1,0,1061.91,2653.41,Low,Houston,1
CUST102781,POL102781,47,Female,Health,67215.84,4,1,0,1090.71,2308.91,Low,New York,0
CUST102782,POL102782,47,Female,Health,60513.35,1,1,1,1123.44,697.32,Medium,Chicago,0
CUST102783,POL102783,36,Male,Health,42954.16,8,2,0,1292.06,2793.5,Low,Chicago,0
CUST102784,POL102784,27,Male,Health,84096.88,6,1,0,1109.54,908.92,Low,Houston,0
CUST102785,POL102785,27,Male,Auto,77731.46,4,0,0,1060.58,1046.66,Low,Chicago,0
CUST102786,POL102786,37,Female,Property,54021.67,5,1,1,1208.45,897.58,Medium,New York,0
CUST102787,POL102787,42,Male,Health,67502.75,6,0,0,1023.88,2095.4,Low,Dallas,0
CUST102788,POL102788,25,Male,Property,73197.69,1,1,0,1038.3,1030.19,Low,Los Angeles,1
CUST102789,POL102789,37,Female,Health,72894.19,7,1,1,1146.0,3033.96,Medium,Houston,1
CUST102790,POL102790,31,Male,Property,44212.37,5,2,1,1193.61,2746.63,High,Houston,1
CUST102791,POL102791,28,Male,Life,44658.33,4,0,0,998.24,2530.83,Low,Chicago,1
CUST102792,POL102792,34,Male,Property,96575.99,8,1,0,1191.24,789.86,Low,Houston,0
CUST102793,POL102793,64,Male,Life,43405.87,4,2,0,1216.14,3958.56,Low,Los Angeles,1
CUST102794,POL102794,56,Male,Life,61236.86,2,1,0,1173.73,1071.9,Low,Dallas,0
CUST102795,POL102795,28,Female,Auto,63684.95,6,2,1,1305.09,1751.57,Medium,Chicago,1
CUST102796,POL102796,38,Female,Life,43590.16,1,1,1,1117.23,1126.96,Medium,Houston,1
CUST102797,POL102797,22,Female,Life,74998.33,5,5,1,1399.96,3856.98,High,Los Angeles,1
CUST102798,POL102798,28,Female,Property,40968.03,4,0,0,1113.75,2645.18,Medium,Houston,1
CUST102799,POL102799,18,Male,Life,49802.28,6,0,0,975.76,1426.87,Low,New York,1
CUST102800,POL102800,39,Female,Health,70029.58,4,0,0,1004.24,1655.76,Low,Chicago,1
CUST102801,POL102801,42,Female,Property,80475.87,8,3,0,1431.74,1772.08,Medium,Houston,1
CUST102802,POL102802,62,Male,Auto,53546.47,5,2,0,1229.74,2062.23,Low,Los Angeles,1
CUST102803,POL102803,46,Male,Property,58343.56,1,1,0,1213.97,2408.88,Low,New York,1
CUST102804,POL102804,40,Male,Health,66359.16,7,1,0,1106.16,2414.34,Low,Chicago,1
CUST102805,POL102805,50,Female,Life,47270.98,2,4,1,1488.66,2738.31,High,Los Angeles,1
CUST102806,POL102806,33,Female,Life,48191.67,6,2,0,1121.51,699.76,Low,New York,2
CUST102807,POL102807,35,Male,Health,48218.77,3,0,0,1045.11,2721.09,Low,Chicago,1
CUST102808,POL102808,29,Female,Life,48770.09,5,0,0,1043.53,636.62,Low,Los Angeles,0
CUST102809,POL102809,28,Female,Property,68363.81,6,0,0,980.6,1173.04,Low,Houston,1
CUST102810,POL102810,47,Female,Life,52534.1,1,1,0,1104.22,577.85,Low,Houston,1
CUST102811,POL102811,58,Female,Health,64980.89,5,1,0,1063.99,710.45,Low,Los Angeles,1
CUST102812,POL102812,36,Male,Health,59864.67,5,0,1,984.78,1269.99,Medium,Dallas,1
CUST102813,POL102813,36,Male,Property,47958.94,1,0,0,1089.26,2156.24,Low,Los Angeles,1
CUST102814,POL102814,46,Female,Property,78232.39,1,0,0,953.83,2357.41,Low,New York,1
CUST102815,POL102815,35,Male,Health,54421.5,4,1,0,1128.56,2583.82,Low,Houston,1
CUST102816,POL102816,32,Male,Health,60646.26,3,0,0,1030.97,1915.89,Low,Dallas,1
CUST102817,POL102817,28,Female,Health,67042.54,4,1,0,1065.47,2375.05,Low,New York,0
CUST102818,POL102818,36,Male,Property,51643.14,4,1,1,1111.88,2670.8,High,New York,0
CUST102819,POL102819,39,Female,Property,59550.85,2,1,0,1059.43,2597.38,Medium,Chicago,0
CUST102820,POL102820,51,Female,Health,48284.89,5,0,1,967.37,1013.79,Medium,Dallas,2
CUST102821,POL102821,38,Male,Auto,49466.07,5,2,0,1231.77,2217.7,Low,Chicago,1
CUST102822,POL102822,46,Female,Property,26366.85,3,0,0,1049.29,2610.82,Medium,New York,0
CUST102823,POL102823,45,Female,Life,56160.24,5,1,1,1088.0,1157.94,Medium,Los Angeles,0
CUST102824,POL102824,18,Female,Health,71835.86,2,0,0,1023.09,1931.93,Low,New York,1
CUST102825,POL102825,56,Other,Auto,56526.91,4,2,0,1174.16,2481.91,Low,Dallas,0
CUST102826,POL102826,32,Female,Health,14170.23,9,0,1,987.01,2112.95,Medium,New York,0
CUST102827,POL102827,36,Female,Health,41876.23,7,0,0,1104.82,2442.15,Low,Chicago,1
CUST102828,POL102828,47,Female,Property,41517.63,5,1,0,1071.33,2721.99,Medium,Dallas,2
CUST102829,POL102829,26,Male,Auto,86790.54,5,1,0,1157.26,783.31,Low,Houston,0
CUST102830,POL102830,54,Female,Health,54600.77,6,3,0,1317.92,2370.19,Low,Chicago,1
CUST102831,POL102831,24,Female,Auto,84386.24,4,1,0,1085.69,2865.02,Medium,Dallas,0
CUST102832,POL102832,29,Female,Life,46713.78,1,0,0,1091.24,822.58,Low,Los Angeles,0
CUST102833,POL102833,69,Female,Life,62844.0,3,1,0,1125.17,916.48,Low,Houston,0
CUST102834,POL102834,49,Male,Life,86818.05,6,2,1,1277.41,1301.03,Medium,Houston,2
CUST102835,POL102835,37,Female,Auto,39711.28,4,1,1,1199.41,1539.84,Medium,Houston,1
CUST102836,POL102836,41,Female,Auto,63389.81,5,2,0,1261.66,882.23,Low,New York,0
CUST102837,POL102837,59,Male,Life,62748.53,5,2,1,1250.17,3614.44,Medium,Los Angeles,1
CUST102838,POL102838,45,Female,Auto,59182.68,9,1,0,1091.85,2036.34,Low,Los Angeles,1
CUST102839,POL102839,41,Male,Life,63367.3,6,2,0,1197.32,1886.11,Low,New York,0
CUST102840,POL102840,31,Male,Life,56900.54,3,1,0,1055.57,772.32,Low,Chicago,1
CUST102841,POL102841,52,Female,Health,51422.61,6,0,0,1026.41,623.11,Low,Houston,0
CUST102842,POL102842,22,Male,Health,58933.71,5,1,0,1185.08,2239.93,Low,Dallas,1
CUST102843,POL102843,57,Male,Health,56736.49,5,1,0,1176.16,3437.2,Low,Houston,1
CUST102844,POL102844,62,Male,Auto,64019.53,4,0,0,1027.55,1274.48,Low,Chicago,1
CUST102845,POL102845,35,Female,Auto,58610.72,7,1,0,1029.22,2629.27,Medium,New York,0
CUST102846,POL102846,40,Male,Auto,69866.41,3,2,0,1255.93,1498.1,Low,Los Angeles,1
CUST102847,POL102847,47,Female,Property,65714.26,6,0,0,940.06,1151.16,Low,Houston,2
CUST102848,POL102848,32,Male,Health,65966.03,1,3,0,1298.75,2275.34,Low,Chicago,0
CUST102849,POL102849,26,Male,Health,42326.78,8,2,0,1151.56,1094.38,Low,New York,0
CUST102850,POL102850,41,Male,Auto,55324.44,3,2,0,1205.52,1113.31,Low,Los Angeles,0
CUST102851,POL102851,38,Male,Auto,67782.52,5,1,0,1137.88,3233.54,Medium,Dallas,1
CUST102852,POL102852,69,Female,Auto,60443.78,7,1,0,1163.7,3014.79,Medium,New York,0
CUST102853,POL102853,52,Female,Auto,79480.98,4,1,0,1160.83,2465.11,Low,Los Angeles,0
CUST102854,POL102854,50,Male,Property,71207.21,6,3,1,1376.48,3863.92,High,Los Angeles,1
CUST102855,POL102855,55,Female,Property,42466.13,3,1,0,1133.54,2140.18,Low,New York,0
CUST102856,POL102856,52,Female,Property,39251.11,7,1,0,1226.8,2184.43,Low,Dallas,0
CUST102857,POL102857,56,Male,Auto,63834.88,3,1,0,1130.54,1325.98,Low,Los Angeles,2
CUST102858,POL102858,34,Male,Life,38308.46,4,1,0,1128.46,2323.5,Low,Los Angeles,1
CUST102859,POL102859,50,Male,Health,39075.17,8,1,0,1186.37,1612.26,Low,Los Angeles,1
CUST102860,POL102860,31,Female,Life,48025.88,7,1,1,1154.59,1015.8,Medium,Houston,1
CUST102861,POL102861,53,Male,Health,61813.59,5,1,0,1138.2,2588.11,Low,Houston,1
CUST102862,POL102862,60,Female,Health,66068.23,7,2,0,1177.64,2132.35,Low,Dallas,0
CUST102863,POL102863,49,Male,Auto,53400.69,3,1,0,1078.17,3376.47,Medium,Dallas,0
CUST102864,POL102864,56,Female,Life,83507.93,3,1,0,1037.29,1506.01,Low,Chicago,0
CUST102865,POL102865,24,Male,Property,80102.0,6,1,0,1114.61,2217.86,Low,Houston,0
CUST102866,POL102866,47,Male,Auto,75085.97,4,0,1,1015.11,1157.81,Medium,New York,0
CUST102867,POL102867,46,Female,Auto,53181.5,3,3,0,1328.65,1278.83,Medium,Chicago,0
CUST102868,POL102868,33,Male,Life,54768.32,3,3,0,1328.97,1050.71,Low,Los Angeles,1
CUST102869,POL102869,43,Female,Auto,63914.76,5,0,0,1109.29,2448.18,Low,Houston,1
CUST102870,POL102870,29,Female,Life,75133.29,5,1,0,1219.82,3359.33,Low,Houston,0
CUST102871,POL102871,19,Female,Life,54868.15,4,2,0,1090.68,3160.95,Low,Chicago,0
CUST102872,POL102872,77,Female,Life,46517.23,5,0,0,1113.44,3221.66,Low,Dallas,1
CUST102873,POL102873,54,Other,Life,69545.53,3,0,0,989.93,1644.34,Low,New York,0
CUST102874,POL102874,40,Female,Property,60690.84,2,1,0,1139.34,1461.09,Low,Los Angeles,2
