customer_id,policy_id,policy_type,vehicle_or_property_age,claim_history,fraudulent_claim,premium_amount
CUST104102,POL201328,Life,6,1,0,1127.0
CUST100423,POL201329,Health,5,1,0,1127.5
CUST100423,POL201330,Life,3,1,0,1117.0
CUST101496,POL201331,Life,3,0,1,1020.0
CUST103750,POL201332,Life,7,0,0,1014.0
CUST103750,POL201333,Health,3,0,0,1013.5
CUST109424,POL201334,Property,7,0,0,1025.5
CUST109619,POL201335,Property,0,2,0,1220.5
CUST100339,POL201336,Life,5,0,0,1015.0
CUST100339,POL201337,Health,7,2,0,1216.0
CUST104415,POL201338,Auto,5,1,0,1118.0
CUST104415,POL201339,Property,6,1,1,1113.5
CUST109441,POL201340,Property,0,3,0,1322.0
CUST100659,POL201341,Property,0,1,0,1126.5
CUST100659,POL201342,Life,1,2,0,1223.0
CUST102870,POL201343,Auto,4,2,0,1218.0
CUST107708,POL201344,Life,5,2,0,1215.5
CUST108502,POL201345,Health,3,2,0,1212.5
CUST108502,POL201346,Property,3,2,0,1216.0
CUST107245,POL201347,Auto,5,0,1,1027.5
CUST104557,POL201348,Property,5,0,0,1028.0
CUST104557,POL201349,Life,2,3,0,1324.0
CUST102973,POL201350,Life,2,2,0,1215.0
CUST102973,POL201351,Auto,3,0,0,1016.5
CUST109590,POL201352,Auto,3,0,0,1016.0
CUST107141,POL201353,Auto,1,2,0,1213.0
CUST108056,POL201354,Property,4,0,0,1017.0
CUST101494,POL201355,Property,5,1,0,1129.5
CUST107700,POL201356,Health,3,2,1,1222.0
CUST105700,POL201357,Auto,2,2,1,1227.5
CUST105700,POL201358,Property,3,2,1,1213.0
CUST106690,POL201359,Auto,6,0,0,1017.0
CUST105460,POL201360,Property,9,1,1,1127.5
CUST105460,POL201361,Health,7,0,0,1026.5
CUST105260,POL201362,Auto,5,3,0,1321.5
CUST101713,POL201363,Health,4,1,0,1123.0
CUST101713,POL201364,Health,5,2,0,1215.5
CUST102634,POL201365,Property,8,0,1,1028.0
CUST102634,POL201366,Life,2,2,0,1213.5
CUST105403,POL201367,Property,5,0,1,1028.0
CUST105403,POL201368,Property,0,1,0,1119.5
CUST106744,POL201369,Health,5,1,0,1126.0
CUST108117,POL201370,Health,6,0,0,1021.0
CUST108117,POL201371,Property,4,0,0,1027.5
CUST104722,POL201372,Property,7,0,0,1023.5
CUST106561,POL201373,Property,3,0,0,1013.0
CUST106561,POL201374,Auto,5,0,0,1021.5
CUST109012,POL201375,Property,7,0,0,1023.5
CUST100601,POL201376,Auto,4,3,1,1328.5
CUST100601,POL201377,Auto,5,1,1,1123.0
CUST107451,POL201378,Auto,0,3,0,1321.5
CUST107451,POL201379,Property,3,1,0,1125.5
CUST101442,POL201380,Property,4,1,0,1117.5
CUST101442,POL201381,Auto,7,1,0,1121.5
CUST105153,POL201382,Property,1,0,0,1016.5
CUST104135,POL201383,Auto,4,1,0,1117.5
CUST105296,POL201384,Health,6,1,0,1125.5
CUST105296,POL201385,Property,4,2,0,1222.0
CUST101899,POL201386,Auto,4,1,0,1130.0
CUST106622,POL201387,Health,4,0,0,1023.5
CUST108431,POL201388,Life,5,1,0,1117.5
CUST108431,POL201389,Auto,4,1,0,1128.5
CUST100018,POL201390,Health,3,0,1,1023.0
CUST108889,POL201391,Health,4,3,0,1319.5
CUST108889,POL201392,Health,7,1,0,1130.0
CUST107569,POL201393,Property,7,0,0,1020.5
CUST106770,POL201394,Life,6,1,0,1113.5
CUST106770,POL201395,Life,6,0,0,1017.0
CUST100888,POL201396,Health,5,0,0,1026.5
CUST103073,POL201397,Health,8,0,0,1015.5
CUST103073,POL201398,Health,5,2,0,1230.0
CUST108494,POL201399,Health,6,2,0,1217.5
CUST105927,POL201400,Auto,9,2,0,1224.0
CUST108167,POL201401,Life,4,0,0,1026.5
CUST107242,POL201402,Health,3,1,0,1117.0
CUST107242,POL201403,Life,5,0,0,1023.0
CUST100845,POL201404,Health,4,2,0,1218.5
CUST103335,POL201405,Property,1,0,0,1012.5
CUST103335,POL201406,Auto,11,1,0,1127.5
CUST104375,POL201407,Life,7,1,0,1128.5
CUST104375,POL201408,Auto,3,0,0,1015.0
CUST108998,POL201409,Life,6,4,0,1425.5
CUST108998,POL201410,Life,6,0,0,1020.0
CUST102146,POL201411,Property,4,1,1,1119.5
CUST104719,POL201412,Property,3,1,0,1125.5
CUST107178,POL201413,Property,5,1,0,1129.0
CUST107178,POL201414,Life,4,1,1,1113.0
CUST107941,POL201415,Auto,3,0,0,1012.5
CUST107941,POL201416,Health,2,2,0,1215.0
CUST101989,POL201417,Life,4,0,0,1025.0
CUST101989,POL201418,Auto,3,2,0,1226.0
CUST100472,POL201419,Property,7,2,0,1213.5
CUST109975,POL201420,Health,8,2,0,1229.0
CUST103920,POL201421,Property,5,1,0,1125.0
CUST103920,POL201422,Life,3,0,0,1022.5
CUST102594,POL201423,Health,2,2,1,1221.0
CUST102594,POL201424,Auto,4,1,1,1125.0
CUST105091,POL201425,Auto,4,3,0,1329.5
CUST105091,POL201426,Property,2,1,0,1123.5
CUST109024,POL201427,Auto,7,2,0,1222.0
CUST109024,POL201428,Health,4,3,0,1313.5
CUST100224,POL201429,Property,5,2,1,1216.5
CUST100224,POL201430,Life,2,2,1,1219.0
CUST109048,POL201431,Life,4,2,0,1229.0
CUST106684,POL201432,Auto,7,1,0,1113.0
CUST106684,POL201433,Health,3,1,0,1129.5
CUST101527,POL201434,Auto,5,1,0,1122.0
CUST101527,POL201435,Property,0,1,0,1128.5
CUST103681,POL201436,Health,5,2,0,1224.0
CUST101858,POL201437,Life,5,1,0,1116.0
CUST101858,POL201438,Health,4,1,0,1116.0
CUST107560,POL201439,Life,6,2,0,1212.5
CUST107560,POL201440,Property,3,0,0,1023.0
CUST101924,POL201441,Auto,6,0,0,1023.5
CUST102522,POL201442,Life,7,2,0,1216.5
CUST102522,POL201443,Property,7,3,0,1329.0
CUST108165,POL201444,Health,5,3,1,1322.5
CUST104781,POL201445,Life,3,1,0,1127.0
CUST108337,POL201446,Auto,4,1,0,1126.0
CUST104479,POL201447,Health,1,0,0,1015.0
CUST104479,POL201448,Health,5,2,0,1226.0
CUST106807,POL201449,Property,6,0,0,1019.0
CUST107905,POL201450,Health,5,1,0,1124.0
CUST107905,POL201451,Property,6,1,0,1130.0
CUST107736,POL201452,Life,3,1,0,1128.0
CUST107736,POL201453,Property,6,3,0,1326.5
CUST103993,POL201454,Property,3,3,1,1317.5
CUST103993,POL201455,Auto,1,0,1,1028.5
CUST107483,POL201456,Property,2,2,0,1227.0
CUST109031,POL201457,Health,2,2,0,1219.0
CUST102369,POL201458,Property,6,3,0,1313.5
CUST102369,POL201459,Auto,4,0,0,1030.0
CUST106284,POL201460,Health,3,4,0,1425.5
CUST106284,POL201461,Health,6,2,0,1216.0
CUST103122,POL201462,Life,1,0,0,1013.5
CUST103122,POL201463,Auto,5,0,0,1016.0
CUST109820,POL201464,Life,5,1,0,1124.0
CUST109820,POL201465,Life,5,3,1,1321.5
CUST108327,POL201466,Health,5,1,0,1117.0
CUST108327,POL201467,Auto,2,0,0,1025.5
CUST102236,POL201468,Life,3,4,1,1421.5
CUST101143,POL201469,Auto,5,3,0,1328.0
CUST104526,POL201470,Health,5,1,0,1130.0
CUST106798,POL201471,Health,3,0,0,1013.5
CUST106798,POL201472,Property,4,2,0,1227.5
CUST105568,POL201473,Property,6,1,1,1123.0
CUST105568,POL201474,Property,4,0,0,1027.5
CUST108318,POL201475,Auto,3,1,0,1128.5
CUST104377,POL201476,Property,4,0,1,1026.5
CUST104377,POL201477,Auto,4,4,0,1422.5
CUST100042,POL201478,Property,5,1,1,1124.5
CUST104634,POL201479,Property,5,2,0,1223.0
CUST104891,POL201480,Property,6,0,0,1021.0
CUST109616,POL201481,Auto,3,1,1,1113.0
CUST109501,POL201482,Health,7,3,0,1330.0
CUST109501,POL201483,Health,4,0,0,1018.5
CUST108022,POL201484,Auto,4,1,1,1127.5
CUST102434,POL201485,Health,6,1,0,1129.5
CUST107316,POL201486,Health,5,1,0,1121.0
CUST108824,POL201487,Auto,3,1,0,1126.5
CUST107935,POL201488,Life,3,0,0,1025.0
CUST105654,POL201489,Property,7,1,0,1113.0
CUST105446,POL201490,Property,5,0,0,1018.0
CUST105446,POL201491,Property,2,2,0,1213.0
CUST109042,POL201492,Property,4,0,1,1020.5
CUST109042,POL201493,Health,5,0,0,1016.0
CUST108903,POL201494,Auto,4,1,1,1121.5
CUST106180,POL201495,Auto,5,2,0,1220.5
CUST107460,POL201496,Auto,3,0,0,1022.0
CUST105272,POL201497,Auto,0,2,0,1214.0
CUST105272,POL201498,Life,5,0,0,1018.0
CUST103090,POL201499,Health,6,0,1,1022.0
CUST103912,POL201500,Health,7,1,1,1122.5
CUST103912,POL201501,Auto,9,1,0,1125.5
CUST109368,POL201502,Life,6,1,0,1124.5
CUST109368,POL201503,Health,5,0,0,1014.0
CUST106274,POL201504,Auto,5,0,0,1020.0
CUST103826,POL201505,Property,3,2,0,1216.0
CUST103826,POL201506,Life,10,1,1,1114.0
CUST106730,POL201507,Property,2,2,0,1230.0
CUST106730,POL201508,Property,5,2,1,1214.5
CUST100715,POL201509,Health,3,1,0,1125.5
CUST100715,POL201510,Auto,6,2,0,1213.0
CUST105213,POL201511,Health,6,4,1,1420.0
CUST105213,POL201512,Auto,3,0,0,1022.0
CUST107749,POL201513,Property,3,0,0,1015.0
CUST107749,POL201514,Auto,4,1,0,1117.0
CUST106246,POL201515,Auto,3,3,0,1320.0
CUST106246,POL201516,Property,7,0,0,1030.0
CUST106325,POL201517,Health,3,0,1,1012.5
CUST106325,POL201518,Property,2,1,0,1121.5
CUST102492,POL201519,Health,6,0,1,1014.0
CUST108115,POL201520,Life,7,0,0,1020.5
CUST108115,POL201521,Property,2,1,0,1123.5
CUST100606,POL201522,Life,3,3,0,1313.5
CUST102068,POL201523,Health,6,1,0,1122.0
CUST108229,POL201524,Property,8,1,0,1116.0
CUST109669,POL201525,Life,5,3,1,1326.0
CUST105439,POL201526,Life,4,3,0,1323.0
CUST101644,POL201527,Property,4,1,0,1121.0
CUST101644,POL201528,Auto,4,1,0,1122.5
CUST107213,POL201529,Auto,7,0,1,1027.0
CUST107213,POL201530,Life,4,0,1,1013.0
CUST101633,POL201531,Health,7,1,0,1127.5
CUST108617,POL201532,Health,7,3,1,1318.0
CUST107486,POL201533,Property,5,1,0,1125.0
CUST107486,POL201534,Health,3,0,0,1014.5
CUST100251,POL201535,Property,4,3,0,1316.0
CUST102361,POL201536,Property,4,0,0,1023.5
CUST102361,POL201537,Property,4,2,1,1218.0
CUST106717,POL201538,Health,3,2,0,1227.0
CUST102529,POL201539,Auto,4,0,0,1026.5
CUST102529,POL201540,Health,5,0,0,1019.5
CUST101225,POL201541,Life,4,1,0,1123.5
CUST107692,POL201542,Health,6,4,0,1422.0
CUST104342,POL201543,Auto,5,1,0,1128.0
CUST105546,POL201544,Health,3,1,0,1121.0
CUST105546,POL201545,Property,4,0,0,1019.0
CUST106512,POL201546,Auto,7,2,0,1225.0
CUST101315,POL201547,Life,4,1,0,1128.5
CUST105383,POL201548,Auto,4,0,0,1030.0
CUST105383,POL201549,Auto,7,3,0,1318.0
CUST108742,POL201550,Auto,6,0,0,1014.5
CUST106226,POL201551,Life,3,1,1,1119.5
CUST105188,POL201552,Auto,5,2,0,1213.0
CUST105188,POL201553,Life,3,1,1,1130.0
CUST107994,POL201554,Health,2,1,0,1126.0
CUST107994,POL201555,Health,0,3,0,1322.5
CUST108864,POL201556,Property,2,2,1,1221.0
CUST108864,POL201557,Health,6,1,0,1129.0
CUST100588,POL201558,Property,3,0,0,1024.0
CUST100588,POL201559,Health,1,2,0,1219.5
CUST101121,POL201560,Life,6,1,0,1125.5
CUST103846,POL201561,Life,4,1,0,1112.5
CUST103846,POL201562,Property,3,3,0,1318.5
CUST104708,POL201563,Health,2,0,0,1013.0
CUST104708,POL201564,Auto,6,2,1,1226.0
CUST103727,POL201565,Auto,4,1,0,1118.5
CUST101480,POL201566,Life,2,0,0,1022.0
CUST107110,POL201567,Health,4,1,0,1113.0
CUST101612,POL201568,Property,6,2,1,1213.0
CUST101612,POL201569,Life,3,0,0,1020.5
CUST101646,POL201570,Health,3,2,0,1227.5
CUST107269,POL201571,Life,3,1,0,1114.0
CUST102725,POL201572,Auto,8,0,0,1014.5
CUST102725,POL201573,Property,7,2,0,1215.5
CUST104906,POL201574,Health,4,0,1,1015.0
CUST104906,POL201575,Health,3,1,0,1113.5
CUST100474,POL201576,Life,1,3,0,1314.5
CUST100474,POL201577,Auto,4,1,0,1114.0
CUST100753,POL201578,Health,4,1,1,1122.0
CUST100753,POL201579,Property,8,1,0,1114.5
CUST105314,POL201580,Health,5,1,1,1130.0
CUST100919,POL201581,Life,5,1,0,1124.5
CUST104806,POL201582,Health,4,2,0,1225.5
CUST104806,POL201583,Auto,7,0,0,1012.5
CUST105873,POL201584,Property,0,3,0,1327.0
CUST105873,POL201585,Property,8,4,0,1415.5
CUST106141,POL201586,Health,2,0,1,1027.0
CUST106141,POL201587,Life,4,0,0,1018.5
CUST107056,POL201588,Health,8,2,0,1212.5
CUST102385,POL201589,Auto,6,0,1,1016.5
CUST104000,POL201590,Life,3,1,0,1125.5
CUST104000,POL201591,Property,7,0,0,1026.5
CUST108702,POL201592,Auto,6,0,0,1016.5
CUST106751,POL201593,Health,3,2,0,1216.5
CUST109272,POL201594,Property,7,4,0,1428.5
CUST109272,POL201595,Life,3,0,1,1022.0
CUST102950,POL201596,Auto,2,1,0,1127.5
CUST102785,POL201597,Life,4,1,1,1121.5
CUST102785,POL201598,Life,4,2,0,1212.5
CUST102868,POL201599,Health,1,1,1,1120.0
CUST101293,POL201600,Property,7,0,0,1023.5
CUST109985,POL201601,Auto,3,2,1,1218.5
CUST106267,POL201602,Life,1,0,1,1018.5
CUST103945,POL201603,Property,0,0,1,1023.0
CUST103945,POL201604,Life,9,1,0,1122.0
CUST108153,POL201605,Life,5,0,0,1017.5
CUST108153,POL201606,Health,4,1,0,1127.0
CUST109554,POL201607,Property,4,0,0,1019.5
CUST102344,POL201608,Auto,5,2,0,1219.5
CUST103804,POL201609,Auto,2,2,0,1220.0
CUST103804,POL201610,Property,1,0,0,1023.0
CUST107555,POL201611,Auto,6,2,0,1225.0
CUST107555,POL201612,Auto,7,0,0,1012.5
CUST104161,POL201613,Health,5,1,0,1114.5
CUST104161,POL201614,Life,5,0,0,1013.0
CUST107529,POL201615,Auto,5,0,0,1021.5
CUST104183,POL201616,Auto,4,2,0,1224.0
CUST104183,POL201617,Health,6,3,0,1313.0
CUST100153,POL201618,Auto,6,0,0,1021.5
CUST107622,POL201619,Auto,5,2,0,1220.5
CUST104712,POL201620,Life,3,1,0,1130.0
CUST108955,POL201621,Auto,2,1,0,1118.5
CUST102588,POL201622,Auto,6,2,1,1220.5
CUST101210,POL201623,Health,5,0,0,1016.5
CUST107237,POL201624,Health,5,2,0,1223.0
CUST107237,POL201625,Auto,4,2,1,1222.0
CUST105661,POL201626,Auto,4,2,0,1224.0
CUST105661,POL201627,Life,6,2,0,1217.5
CUST109626,POL201628,Health,7,0,1,1016.0
CUST109626,POL201629,Auto,7,1,0,1116.5
CUST104901,POL201630,Auto,7,1,0,1129.5
CUST106951,POL201631,Life,4,3,0,1322.5
CUST106951,POL201632,Property,4,2,1,1220.0
CUST104097,POL201633,Auto,2,1,0,1129.5
CUST107484,POL201634,Auto,7,1,0,1122.5
CUST107484,POL201635,Auto,9,2,0,1214.0
CUST104949,POL201636,Auto,3,1,1,1128.5
CUST104949,POL201637,Property,4,0,0,1019.0
CUST103263,POL201638,Property,1,2,0,1214.5
CUST106302,POL201639,Property,2,1,0,1128.5
CUST107916,POL201640,Property,8,3,0,1329.0
CUST107916,POL201641,Property,6,1,1,1118.0
CUST101747,POL201642,Life,4,0,0,1029.0
CUST101747,POL201643,Property,6,0,0,1028.0
CUST103886,POL201644,Life,4,3,1,1325.0
CUST103886,POL201645,Health,0,1,0,1119.0
CUST106248,POL201646,Auto,6,0,1,1026.5
CUST109370,POL201647,Property,5,2,1,1219.0
CUST105881,POL201648,Property,6,0,0,1024.5
CUST105881,POL201649,Auto,1,2,0,1224.0
CUST109417,POL201650,Health,4,1,0,1116.5
CUST109417,POL201651,Health,2,2,0,1221.5
CUST104847,POL201652,Life,4,0,0,1019.5
CUST104847,POL201653,Health,6,2,0,1227.0
CUST104837,POL201654,Property,2,1,0,1126.5
CUST104837,POL201655,Property,6,3,0,1326.0
CUST100359,POL201656,Life,2,1,0,1128.0
CUST100359,POL201657,Life,4,1,0,1121.0
CUST106484,POL201658,Health,1,1,1,1118.0
CUST106484,POL201659,Property,3,1,0,1119.5
CUST104497,POL201660,Health,1,1,1,1123.5
CUST104497,POL201661,Health,5,0,0,1021.5
CUST100132,POL201662,Life,6,0,0,1019.5
CUST109272,POL201663,Health,4,2,0,1214.5
CUST100803,POL201664,Health,6,0,0,1029.5
CUST100803,POL201665,Auto,3,0,1,1023.0
CUST109935,POL201666,Life,5,1,0,1120.5
CUST108138,POL201667,Life,6,0,0,1018.5
CUST108138,POL201668,Auto,6,1,0,1129.5
CUST104689,POL201669,Health,5,1,0,1122.0
CUST104689,POL201670,Life,8,2,0,1223.5
CUST103770,POL201671,Property,4,1,0,1112.5
CUST103770,POL201672,Property,5,2,1,1228.5
CUST109946,POL201673,Property,4,1,0,1119.5
CUST105772,POL201674,Auto,2,3,0,1327.5
CUST103588,POL201675,Property,5,0,0,1027.0
CUST103115,POL201676,Health,0,1,0,1122.5
CUST103115,POL201677,Auto,6,0,1,1026.0
CUST104106,POL201678,Auto,8,1,1,1126.5
CUST104106,POL201679,Property,6,0,0,1030.0
CUST102240,POL201680,Life,4,2,0,1216.5
CUST101591,POL201681,Life,5,0,1,1012.5
CUST100645,POL201682,Life,2,0,0,1023.0
CUST100645,POL201683,Auto,6,1,0,1125.5
CUST105061,POL201684,Property,6,1,0,1129.5
CUST105061,POL201685,Life,2,1,0,1122.5
CUST107222,POL201686,Health,4,1,0,1116.5
CUST100546,POL201687,Life,7,0,0,1025.0
CUST109495,POL201688,Auto,6,1,0,1125.0
CUST109495,POL201689,Health,3,1,0,1129.5
CUST105977,POL201690,Auto,7,0,0,1027.5
CUST105977,POL201691,Health,7,0,0,1023.0
CUST102153,POL201692,Life,3,0,0,1015.0
CUST102153,POL201693,Auto,3,1,0,1115.5
CUST101476,POL201694,Health,2,2,0,1228.0
CUST104835,POL201695,Auto,7,0,0,1018.5
CUST105352,POL201696,Property,1,4,0,1421.5
CUST106807,POL201697,Auto,4,0,0,1021.5
CUST102877,POL201698,Property,6,1,0,1114.0
CUST103289,POL201699,Health,4,3,1,1317.5
CUST103289,POL201700,Life,0,2,1,1225.5
CUST102165,POL201701,Auto,5,1,0,1116.0
CUST102165,POL201702,Auto,4,1,0,1129.5
CUST108837,POL201703,Property,0,3,0,1314.5
CUST108837,POL201704,Property,6,1,0,1119.0
CUST105994,POL201705,Auto,1,1,0,1122.0
CUST108697,POL201706,Property,7,0,0,1017.5
CUST108697,POL201707,Life,5,2,0,1218.5
CUST108221,POL201708,Life,6,2,0,1218.5
CUST108221,POL201709,Health,5,2,0,1217.0
CUST104465,POL201710,Health,5,2,0,1225.0
CUST104465,POL201711,Auto,0,2,0,1229.0
CUST102695,POL201712,Property,5,3,0,1327.0
CUST102695,POL201713,Property,1,1,0,1113.5
CUST104210,POL201714,Life,5,0,0,1027.0
CUST107894,POL201715,Life,5,1,1,1125.0
CUST107894,POL201716,Auto,5,1,0,1125.5
CUST104835,POL201717,Auto,5,1,0,1126.0
CUST105549,POL201718,Property,11,3,0,1318.0
CUST105549,POL201719,Health,6,3,1,1325.0
CUST101886,POL201720,Auto,4,1,0,1117.5
CUST107673,POL201721,Life,4,0,0,1014.5
CUST107673,POL201722,Auto,8,3,0,1328.0
CUST101233,POL201723,Health,6,0,0,1024.0
CUST101233,POL201724,Health,3,2,0,1215.5
CUST102306,POL201725,Property,8,3,1,1326.5
CUST102306,POL201726,Auto,3,2,0,1220.5
CUST103696,POL201727,Health,6,0,0,1027.0
CUST106511,POL201728,Health,2,1,1,1127.0
CUST109131,POL201729,Life,3,1,0,1125.0
CUST109131,POL201730,Auto,7,3,0,1325.0
CUST105992,POL201731,Health,3,2,1,1220.5
CUST101479,POL201732,Auto,6,2,0,1222.5
CUST106464,POL201733,Property,4,2,0,1227.0
CUST106464,POL201734,Health,3,0,0,1015.0
CUST100228,POL201735,Property,5,1,0,1116.5
CUST104332,POL201736,Life,6,1,0,1117.5
CUST104332,POL201737,Auto,3,1,0,1113.0
CUST108791,POL201738,Auto,6,2,0,1221.5
CUST102024,POL201739,Property,6,0,0,1017.5
CUST107451,POL201740,Health,5,1,0,1121.0
CUST106038,POL201741,Property,8,2,0,1223.5
CUST104295,POL201742,Auto,6,1,0,1113.5
CUST109577,POL201743,Property,5,2,0,1214.0
CUST106242,POL201744,Property,5,1,0,1122.0
CUST106086,POL201745,Health,6,2,0,1212.5
CUST106086,POL201746,Health,4,3,0,1324.5
CUST101775,POL201747,Auto,6,1,1,1124.0
CUST103830,POL201748,Auto,6,1,0,1115.0
CUST107724,POL201749,Property,7,2,1,1213.0
CUST100410,POL201750,Life,4,0,0,1018.5
CUST109198,POL201751,Auto,4,0,1,1015.5
CUST105374,POL201752,Auto,5,2,0,1213.5
CUST109995,POL201753,Health,4,1,0,1122.5
CUST109995,POL201754,Life,6,1,0,1130.0
CUST103626,POL201755,Auto,4,0,1,1029.5
CUST101035,POL201756,Property,5,1,0,1116.0
CUST101035,POL201757,Auto,3,0,0,1019.0
CUST107606,POL201758,Life,6,1,0,1122.5
CUST104951,POL201759,Health,3,0,0,1025.0
CUST106689,POL201760,Health,7,0,0,1024.5
CUST106689,POL201761,Auto,2,0,0,1027.0
CUST101911,POL201762,Health,6,0,1,1021.0
CUST102290,POL201763,Health,3,1,0,1114.5
CUST102290,POL201764,Auto,4,2,0,1225.5
CUST100742,POL201765,Property,3,1,0,1115.5
CUST100742,POL201766,Auto,8,0,0,1020.5
CUST100609,POL201767,Life,5,1,0,1124.5
CUST104986,POL201768,Life,5,1,0,1118.0
CUST108071,POL201769,Property,5,1,1,1114.5
CUST108071,POL201770,Life,0,1,0,1113.0
CUST101902,POL201771,Property,4,1,0,1128.5
CUST101902,POL201772,Auto,7,0,1,1028.5
CUST101592,POL201773,Auto,6,0,0,1013.0
CUST103846,POL201774,Life,3,0,0,1020.0
CUST108807,POL201775,Auto,4,1,0,1115.0
CUST108807,POL201776,Health,4,0,0,1016.5
CUST102222,POL201777,Property,3,0,1,1021.5
CUST102222,POL201778,Auto,5,1,0,1117.0
CUST106367,POL201779,Auto,6,2,1,1213.5
CUST106367,POL201780,Auto,6,0,0,1026.5
CUST107432,POL201781,Auto,1,1,1,1121.0
CUST107432,POL201782,Life,4,2,1,1213.5
CUST106078,POL201783,Life,2,1,0,1113.0
CUST106078,POL201784,Auto,7,2,0,1223.0
CUST108850,POL201785,Auto,4,0,0,1019.0
CUST108850,POL201786,Health,6,0,0,1020.0
CUST106866,POL201787,Property,6,1,0,1129.0
CUST109622,POL201788,Auto,4,0,0,1026.5
CUST109622,POL201789,Health,4,0,0,1014.5
CUST102531,POL201790,Health,3,1,1,1118.5
CUST102531,POL201791,Health,2,0,1,1017.0
CUST106797,POL201792,Auto,5,2,0,1215.0
CUST101622,POL201793,Auto,6,0,0,1020.0
CUST108017,POL201794,Property,9,1,1,1127.0
CUST106686,POL201795,Auto,1,0,0,1018.5
CUST106686,POL201796,Auto,3,0,0,1026.0
CUST104583,POL201797,Auto,1,2,1,1222.0
CUST100536,POL201798,Property,4,0,1,1018.5
CUST100536,POL201799,Life,8,1,0,1127.5
CUST106070,POL201800,Life,4,2,0,1225.0
CUST103559,POL201801,Auto,7,0,0,1027.5
CUST103559,POL201802,Property,6,0,0,1026.0
CUST107264,POL201803,Auto,2,1,0,1127.5
CUST107264,POL201804,Health,3,3,0,1324.5
CUST107285,POL201805,Health,5,0,0,1022.0
CUST107285,POL201806,Auto,1,1,0,1130.0
CUST103868,POL201807,Life,7,1,0,1124.5
CUST105942,POL201808,Life,5,2,1,1227.0
CUST105942,POL201809,Life,3,0,0,1024.5
CUST101627,POL201810,Health,9,1,0,1123.0
CUST101627,POL201811,Auto,5,1,0,1127.5
CUST106018,POL201812,Auto,9,0,0,1018.5
CUST108920,POL201813,Health,3,0,0,1028.5
CUST105876,POL201814,Property,2,2,1,1225.0
CUST105876,POL201815,Property,5,3,0,1325.0
CUST100992,POL201816,Property,2,2,0,1228.0
CUST100992,POL201817,Life,6,3,0,1314.5
CUST106523,POL201818,Health,3,0,0,1016.0
CUST106523,POL201819,Property,4,2,0,1217.5
CUST104520,POL201820,Property,3,2,0,1220.5
CUST103109,POL201821,Property,5,0,0,1024.0
CUST103109,POL201822,Health,9,0,0,1024.5
CUST102001,POL201823,Auto,3,2,0,1220.0
CUST102001,POL201824,Property,4,2,0,1213.5
CUST107450,POL201825,Health,6,2,0,1217.0
CUST107450,POL201826,Life,3,1,0,1127.0
CUST101501,POL201827,Life,7,1,0,1120.0
CUST103475,POL201828,Health,4,2,0,1216.0
CUST109783,POL201829,Property,6,2,0,1225.0
CUST100349,POL201830,Auto,6,1,0,1126.0
CUST100828,POL201831,Property,6,1,0,1120.5
CUST105464,POL201832,Property,4,1,0,1122.0
CUST105464,POL201833,Property,4,1,0,1115.0
CUST103990,POL201834,Life,6,0,0,1017.0
CUST102063,POL201835,Auto,6,1,0,1125.0
CUST102063,POL201836,Life,3,0,0,1012.5
CUST109250,POL201837,Property,4,4,1,1412.5
CUST103362,POL201838,Health,4,3,0,1325.5
CUST101124,POL201839,Life,7,0,0,1026.0
CUST101124,POL201840,Auto,7,2,1,1218.0
CUST109080,POL201841,Auto,5,1,0,1116.5
CUST109080,POL201842,Auto,6,1,1,1128.0
CUST103394,POL201843,Health,6,1,0,1126.5
CUST109607,POL201844,Auto,3,0,0,1018.5
CUST103538,POL201845,Auto,6,0,0,1018.5
CUST103817,POL201846,Property,5,0,0,1026.5
CUST103817,POL201847,Health,3,0,1,1017.5
CUST105383,POL201848,Life,4,3,0,1315.0
CUST102417,POL201849,Health,6,0,0,1021.0
CUST102417,POL201850,Health,5,0,0,1023.0
CUST109764,POL201851,Auto,6,2,1,1227.5
CUST100046,POL201852,Health,4,0,0,1012.5
CUST100046,POL201853,Health,6,1,1,1121.0
CUST104542,POL201854,Health,3,1,0,1115.5
CUST102370,POL201855,Health,6,2,0,1224.5
CUST102129,POL201856,Property,0,1,0,1127.5
CUST102129,POL201857,Life,4,1,1,1126.0
CUST108850,POL201858,Life,4,0,0,1023.0
CUST108850,POL201859,Life,7,0,0,1020.0
CUST104106,POL201860,Property,4,2,1,1224.5
CUST104106,POL201861,Health,3,1,0,1123.5
CUST102858,POL201862,Health,1,1,0,1112.5
CUST102858,POL201863,Property,2,0,0,1025.0
CUST101801,POL201864,Health,6,1,0,1116.0
CUST100422,POL201865,Auto,4,0,0,1024.0
CUST100422,POL201866,Property,3,0,0,1027.5
CUST102159,POL201867,Auto,4,0,0,1012.5
CUST102159,POL201868,Life,5,1,0,1113.0
CUST100243,POL201869,Health,0,2,0,1222.5
CUST100243,POL201870,Property,4,1,0,1119.5
CUST105869,POL201871,Property,6,2,0,1215.0
CUST105869,POL201872,Life,5,0,0,1026.0
CUST103898,POL201873,Health,7,3,0,1324.5
CUST103898,POL201874,Life,1,1,0,1118.5
CUST109647,POL201875,Health,3,4,0,1416.5
CUST105304,POL201876,Health,7,0,1,1022.0
CUST105304,POL201877,Property,4,2,0,1217.5
CUST100258,POL201878,Health,2,2,0,1227.5
CUST100258,POL201879,Auto,7,0,0,1020.0
